row_id,boardgame,release_year,min_players,max_players,min_playtime,max_playtime,minimum_age,avg_rating,num_ratings,complexity,rank_overall,owned,wishlisted,total_plays,fans,page_views,amazon_price,std_deviation,comments,monthly_plays,previously_owned,for_trade,want_trade,rating_1,rating_2,rating_3,rating_4,rating_5,rating_6,rating_7,rating_8,rating_9,rating_10,categories,mechanics,families,designers,artists,publishers,solo_designers,developers,graphic_designers,sculptors,editors,writers,insert_designers,rank_strategy,rank_thematic,rank_family,rank_war,rank_customizable,rank_abstract,rank_party,rank_childrens,url,description
172,Alchemists,2014,2,4,120,120,12,7.639,23869,3.92,172,32564,5823,49035,1367,1651001,59.99,1.43,3634,90,4379,562,557,63,102,204,366,821,2200,5300,8000,4700,2000,Deduction; Fantasy; Puzzle,Action Drafting; Action Queue; Constrained Bidding; Deduction; End Game Bonuses; Events; Hand Management; Open Drafting; Turn Order: Progressive; Worker Placement,Components: Digital Hybrid – App/Website Required; Components: Gems/Crystals; Components: Player Screens; Digital Implementations: Boiteajeux; Digital Implementations: VASSAL; Theme: Alchemy,Matúš Kotry,David Cochard,Czech Games Edition; Arclight Games; Cranio Creations; Devir; DiceTree Games; GaGa Games; The Game Master BV; Heidelberger Spieleverlag; IELLO; Korea Boardgames; Lex Games; Lord of Boards; MINDOK; One Moment Games; Rebel Sp. z o.o.,,,,,,,,144,,,,,,,,https://boardgamegeek.com/boardgame/161970/alchemists,Showcase your alchemical know-how by publishing theories in this app-driven game.
173,Res Arcana,2019,2,4,30,60,12,7.625,24524,2.65,173,33300,6254,150864,1585,1824053,44.99,1.37,3546,638,3803,382,648,47,78,176,294,898,2400,5800,8400,4700,1900,Card Game; Fantasy,Hand Management; Income; Multi-Use Cards; Open Drafting; Race; Score-and-Reset Game; Take That; Turn Order: Pass Order; Variable Player Powers,Components: Wooden pieces & boards; Creatures: Dragons; Digital Implementations: Board Game Arena; Mechanism: Tableau Building; Theme: Alchemy; Theme: Witches,Thomas Lehmann,Julien Delval,Sand Castle Games; 17wanzy (Yihu BG); ADC Blackfire Entertainment; GaGa Games; Galápagos Jogos; Geekach LLC; Gém Klub Kft.; Rebel Sp. z o.o.; sternenschimmermeer; テンデイズゲームズ (TendaysGames),,,,,,,,143,,,,,,,,https://boardgamegeek.com/boardgame/262712/res-arcana,"Rival mages create artifacts, vying for places of power and ancient monuments."
174,Ticket to Ride: Europe,2005,2,5,30,60,8,7.527,82049,1.92,174,130265,7107,273518,3377,2195021,47.99,1.20,11267,1056,7924,908,701,86,111,277,737,2300,8500,25000,30000,12000,4200,Trains,Connections; Contracts; End Game Bonuses; Hand Management; Network and Route Building; Open Drafting; Push Your Luck; Set Collection,Components: Map (Continental / National scale); Continents: Europe; Country: Belgium; Country: France; Country: Germany; Country: Netherlands; Country: Russia; Country: Spain; Country: United Kingdom; Digital Implementations: Board Game Arena; Game: Ticket to Ride (Official),Alan R. Moon,Cyrille Daujean; Julien Delval,Days of Wonder; ADC Blackfire Entertainment; Asterion Press; Boardgame Space; Compaya.hu: Gamer Café Kft.; Edge Entertainment; Enigma (Bergsala Enigma); Galápagos Jogos; Gém Klub Kft.; GoKids 玩樂小子; HaKubia; Happy Baobab; Hobby Japan; Hobby World; KADABRA; Kaissa Chess & Games; KDS Distribuzione; Korea Boardgames; Lautapelit.fi; Lord of Boards; Ponva d.o.o.; Rebel Sp. z o.o.; Runadrake; Smart Ltd,,,,,,,,,,33,,,,,,https://boardgamegeek.com/boardgame/14996/ticket-to-ride-europe,Build train routes across Europe in this sequel to the hit family board game.
175,Planet Unknown,2022,1,6,60,80,10,7.78,12251,2.25,175,17937,5449,81894,1158,1202943,55.28,1.15,1866,946,1097,134,731,9,9,31,109,263,872,2600,5000,2700,697,City Building; Industry / Manufacturing; Puzzle; Science Fiction; Space Exploration; Territory Building,End Game Bonuses; Events; Grid Coverage; Grid Movement; Hidden Victory Points; Map Addition; Neighbor Scope; Network and Route Building; Open Drafting; Pattern Building; Rondel; Simultaneous Action Selection; Solo / Solitaire Game; Square Grid; Sudden Death Ending; Tags; Tech Trees / Tech Tracks; Tile Placement; Turn Order: Progressive; Variable Player Powers,Components: Game Trayz Inside; Components: Polyominoes; Components: Turntable Gameboards; Crowdfunding: Kickstarter; Digital Implementations: Board Game Arena; Digital Implementations: Sovranti; Digital Implementations: TableTop Simulator Mod (TTS); Space: Colonization / Extraterrestrial Colonisation,Ryan Lambert; Adam Rehberg,Yoma,"Adam's Apple Games, LLC; Boardgame Mall; CrowD Games; Engames; Fox in the Box; Geekach LLC; Gém Klub Kft.; Joy Town Games; Maldito Games; Mosaico Jogos; Origames; Pendragon Game Studio; Portal Games; Strohmann Games",,,,,,,['Noah Adelman'],131,,21,,,,,,https://boardgamegeek.com/boardgame/258779/planet-unknown,Develop and colonize your planet with oddly shaped tiles served on a rotating tray.
176,Watergate,2019,2,2,30,60,12,7.739,13386,2.27,176,23726,4798,39889,721,850457,29.95,1.17,1983,217,2254,333,463,19,15,48,119,273,937,3100,5500,2700,710,Card Game; Political,Action / Event; Campaign / Battle Card Driven; Connections; Hand Management; Once-Per-Game Abilities; Take That; Tug of War,Admin: Better Description Needed!; Country: USA; Decades: The 1970's; Digital Implementations: Tabletopia; Misc: Watch It Played How To Videos; Players: Two-Player Only Games; Theme: Journalism,Matthias Cramer,Klemens Franz; Viktor Kobilke,Frosted Games; Capstone Games; Fox in the Box; GaGa Games; Gém Klub Kft.; IELLO; Korea Boardgames; Lucky Duck Games; MeepleBR; Pegasus Spiele; Salt & Pepper Games; 数寄ゲームズ (Suki Games); uplay.it edizioni; White Goblin Games; YOKA Games,,['Viktor Kobilke'],,,"['Travis D. Hill', 'Viktor Kobilke']",,,135,,,,,,,,https://boardgamegeek.com/boardgame/274364/watergate,Will Nixon triumph in his tug of war with the Press or will the truth be exposed?
177,Undaunted: Normandy,2019,2,2,45,60,14,7.779,13381,2.26,177,25312,4633,53996,1175,1456902,33.6,1.23,2010,297,2942,367,552,16,26,58,128,301,927,2900,5400,2800,890,Wargame; World War II,"Deck, Bag, and Pool Building; Dice Rolling; Hand Management; Modular Board; Open Drafting; Scenario / Mission / Campaign Game; Simulation",Country: France; Country: USA; Crowdfunding: Spieleschmiede; Digital Implementations: Steam; Misc: Watch It Played How To Videos; Players: Games with expansions that add solo play; Players: Two-Player Only Games; Players: Wargames with Rules Supporting Only Two Players; Region: Normandy (France); Series: Undaunted (Osprey Games),Trevor Benjamin; David Thompson (I),Roland MacDonald,Osprey Games; 17wanzy (Yihu BG); Doit Games; GaGa Games; Ghenos Games; Giant Roc; Korea Boardgames; Lord of Boards; MeepleBR; MINDOK; Nuts! Publishing; Ogry Games,,"['Filip Hartelius', 'Anthony Howgego', 'Duncan Molloy']",,,,,,,,,29,,,,,https://boardgamegeek.com/boardgame/268864/undaunted-normandy,Command your rifle platoon to victory in this WWII multi-scenario deck builder.
178,It's a Wonderful World,2019,1,5,45,45,14,7.641,21764,2.32,178,28351,6119,216694,1605,1520974,49.99,1.26,2974,1335,2780,285,678,28,32,107,242,640,1900,5400,8000,4000,1400,Card Game; Civilization; Economic; Science Fiction,Closed Drafting; End Game Bonuses; Hand Management; Income; Set Collection; Simultaneous Action Selection; Solo / Solitaire Game; Variable Player Powers,Components: Multi-Use Cards; Crowdfunding: Kickstarter; Crowdfunding: Spieleschmiede; Digital Implementations: Board Game Arena; Digital Implementations: Game Park; Game: It's a Wonderful World; Mechanism: Tableau Building; Players: Games with Solitaire Rules,Frédéric Guérard,Anthony Wolff,La Boîte de Jeu; Blackrock Games; Engames; Evrikus; Fantasmagoria; FoxGames; Galápagos Jogos; Geronimo Games; Kilogames; Kobold Spieleverlag; Lautapelit.fi; Lucky Duck Games; MEBO Games; MTS Games; One Moment Games; Origames; Reflexshop; Studio Supernova; TLAMA games; Tranjis Games,,,['Igor Polouchine'],,"['Benoit Bannier', 'Guillaume Gille-Naves']",,,146,,,,,,,,https://boardgamegeek.com/boardgame/271324/its-a-wonderful-world,"Draft yourself the ‘perfect’ dystopia, complete projects and churn out resources."
179,The Isle of Cats,2019,1,4,60,90,8,7.642,24026,2.36,179,41356,7471,116983,1905,1536070,45.33,1.26,3717,574,3243,470,605,42,37,108,236,735,2100,5800,9000,4300,1600,Animals; Fantasy; Nautical; Pirates; Puzzle,Closed Drafting; Grid Coverage; Hidden Victory Points; Income; Open Drafting; Pattern Building; Set Collection; Solo / Solitaire Game; Square Grid; Tile Placement; Turn Order: Stat-Based,Animals: Cats; Animals: Fish / Fishes; Components: Meeples (Animal) / Animeeples; Components: Polyominoes; Components: Wooden pieces & boards; Crowdfunding: Kickstarter; Digital Implementations: Board Game Arena; Digital Implementations: Sovranti; Digital Implementations: Tabletopia; Game: The City of Kings; Islands: Fictional; Misc: Watch It Played How To Videos; Players: Games with Solitaire Rules; Theme: Pirates,Frank West,Dragolisco; Frank West,The City of Games; Arclight Games; GaGa Games; Geekach LLC; Gém Klub Kft.; Intrafin Games; Lucky Duck Games; Maldito Games; MeepleBR; MINDOK; MIPL; Skellig Games; sternenschimmermeer; Yayoi The Dreamer; YOKA Games,,,,,,,,151,,26,,,,,,https://boardgamegeek.com/boardgame/281259/the-isle-of-cats,Rescue as many cats as you can before Lord Vesh comes to destroy their home.
180,The Lord of the Rings: The Card Game,2011,1,2,30,60,13,7.661,24770,3.22,180,38383,3879,285809,3825,4939435,59.99,1.56,4919,480,7160,1015,359,64,91,263,442,1100,2700,5300,7000,4700,3200,Adventure; Card Game; Collectible Components; Fantasy; Novel-based,Cooperative Game; Deck Construction; Events; Hand Management; Player Elimination; Scenario / Mission / Campaign Game; Solo / Solitaire Game; Variable Set-up,Authors: J.R.R. Tolkien; Collectible: Living Card Game (Fantasy Flight Games); Digital Implementations: Steam; Game: The Lord of the Rings – The Card Game (LCG); Players: Games with Solitaire Rules,Nate French,Even Mehl Amundsen; Erfian Asafat; Tiziano Baracchi; Ryan Barger; Sara Biddle; Yoann Boissonnet; Leonardo Borazio; Noah Bradley; Marco Caradonna; Kevin Childress; Anna Christenson; West Clendinning; Nicholas Cloister; Soul Core; Daarken; Katherine Dinger; Loren Fetterman; Tony Foti; Tom Garden; Kristina Gehrmann; Lucas Graciano; Margaret Hardy; Jeff Himmelman; David Horne; Christopher Hosch; Ijur; Dominik Kasprzycki; Kaya; Igor Kieryluk; Mathias Kollros; Lius Lasahido; David Lecossu; Henning Ludvigsen; Daryl Mandryk; David Auden Nash; Mike Nash; Winona Nelson; Andrew Olson; Gabrielle Portal; Rio Sabda; Alexandru Sabo; Amanda Sartor; Marc Scheff; Alexandr Shaldin; WiL Springer; John Stanko; Matthew Starbuck; Florian Stitz; Nikolay Stoyanov; Angela Sung; Sandara Tang; Fredrik Tyskerud; Santiago Villa; Magali Villeneuve; Frank Walls; Jason Ward; Drew Whitmore; John Wigley; Mark Winters; Jen Zee; Ben Zweifel,Fantasy Flight Games; ADC Blackfire Entertainment; Edge Entertainment; Galakta; Galápagos Jogos; Game Harbor; Giochi Uniti; Heidelberger Spieleverlag; Stratelibri,,,,,,,,,,,,10,,,,https://boardgamegeek.com/boardgame/77423/the-lord-of-the-rings-the-card-game,Guide your fellowship as it embarks on unique adventures in Tolkien's Middle-earth!
181,Stone Age,2008,2,4,60,90,10,7.516,54761,2.46,181,60598,10759,233640,2736,2795087,54.99,1.25,9033,425,6513,671,1459,77,117,268,644,1800,5600,15000,20000,8500,2800,Dice; Economic; Prehistoric,Contracts; Dice Rolling; End Game Bonuses; Set Collection; Turn Order: Progressive; Worker Placement,Components: Wooden pieces & boards; Digital Implementations: Board Game Arena; Digital Implementations: BrettspielWelt; Digital Implementations: Steam; Digital Implementations: Tabletopia; Digital Implementations: Yucata; Game: Stone Age; Misc: Dice Tower Hall of Fame,Bernd Brunnhofer,Michael Menzel,"Hans im Glück; 999 Games; asmodee; Bard Centrum Gier; Boardgame Space; Devir; Feelindigo; Filosofia Éditions; Giochi Uniti; HaKubia; Hobby World; Kaissa Chess & Games; Korea Boardgames; Lanlalen; Lautapelit.fi; MINDOK; Möbius Games; Oxygame; Piatnik; Rio Grande Games; Schmidt Spiele; Stupor Mundi; Swan Panasia Co., Ltd.; Z-Man Games; Zvezda",,,,,,,,163,,35,,,,,,https://boardgamegeek.com/boardgame/34635/stone-age,Prehistoric tribes struggle to survive and adapt. Which one will rise to the top?
182,Dominion (Second Edition),2016,2,4,30,30,14,7.827,11816,2.18,182,18054,2230,79627,606,549595,39.56,1.38,1416,1427,1434,176,158,28,21,51,122,335,946,2700,3900,2300,1400,Card Game; Medieval,"Deck, Bag, and Pool Building; Delayed Purchase; Hand Management; Open Drafting; Take That; Variable Set-up",Game: Dominion; Mechanics: Pure Deckbuilding; Misc: Mensa Select,Donald X. Vaccarino,Matthias Catrein; Julien Delval; Radosław Jaszczuk; Tomasz Jedruszek,Rio Grande Games; 999 Games; Conclave Editora; Delta Vision Publishing; Devir; Feelindigo; Games Factory; Giochi Uniti; Hobby Japan; IUVI Games; Korea Boardgames; Laguna,,['Dale Yu'],,,,,,147,,,,,,,,https://boardgamegeek.com/boardgame/209418/dominion-second-edition,Acquire cards to grow your kingdom's influence in this classic deck-building game.
183,War Chest,2018,2,4,30,30,14,7.828,11639,2.31,183,17218,4135,69601,988,1083333,48.44,1.37,1752,368,1535,222,478,21,25,60,139,364,929,2200,4100,2500,1300,Abstract Strategy; Medieval; Wargame,"Area Majority / Influence; Deck, Bag, and Pool Building; Delayed Purchase; Grid Movement; Hand Management; Hexagon Grid; Team-Based Game; Turn Order: Claim Action; Variable Player Powers",Containers: Magnetic flip box; Containers: Treasure Chests; Digital Implementations: Board Game Arena; Digital Implementations: Tabletopia; Digital Implementations: Yucata; Game: War Chest; Misc: LongPack Games,Trevor Benjamin; David Thompson (I),Brigette Indelicato,Alderac Entertainment Group; Abraxas; CrowD Games; Ghenos Games; Gigamic; Lucky Duck Games; Maldito Games; MTS Games; nostalgia (III); Popcorn Games; Schwerkraft-Verlag; YOKA Games,,['Mark Wootton'],['Brigette Indelicato'],,,,,,,,,,6,,,https://boardgamegeek.com/boardgame/249259/war-chest,"Recruit, bolster and maneuver your way to controlling the hex-grid battlefield."
184,Praga Caput Regni,2020,1,4,45,150,14,7.858,9907,3.73,184,15619,3000,41053,759,990938,27.47,1.23,1388,230,2059,296,324,20,17,29,81,212,683,1900,3700,2500,731,City Building; Medieval; Puzzle,Action Drafting; Area Majority / Influence; Enclosure; End Game Bonuses; Hexagon Grid; Income; Three Dimensional Movement; Tile Placement; Track Movement; Variable Set-up,Cities: Prague (Czech Republic); Components: Map (City Scale); Country: Czech Republic; Digital Implementations: Board Game Arena; Digital Implementations: Yucata; Mechanism: Purchase Additonal Actions,Vladimír Suchý,Milan Vavroň,Delicious Games; Arrakis Games; Atalia; Fox in the Box; Gém Klub Kft.; Hobby World; Mosaico Jogos; Portal Games; Rio Grande Games; sternenschimmermeer; 数寄ゲームズ (Suki Games); Tesla Games; YOKA Games,,,['Radek Boxan'],,['Katerina Sucha'],,,126,,,,,,,,https://boardgamegeek.com/boardgame/308765/praga-caput-regni,Wealthy citizens of medieval Prague organize building projects to gain king's favor.
185,Terraforming Mars: Ares Expedition,2021,1,4,45,60,14,7.645,19857,2.92,185,38086,3459,86492,1238,1557350,48.09,1.39,3180,465,3852,666,282,92,60,163,242,635,1700,4300,7300,4000,1300,Card Game; Science Fiction; Space Exploration,End Game Bonuses; Follow; Hand Management; Income; Market; Multi-Use Cards; Set Collection; Simultaneous Action Selection; Solo / Solitaire Game; Tags; Tech Trees / Tech Tracks; Tile Placement; Track Movement; Variable Phase Order; Variable Player Powers; Variable Set-up,Category: Dized Tutorial; Crowdfunding: Kickstarter; Game: Terraforming Mars Ares Expedition; Mechanism: Tableau Building; Misc: Watch It Played How To Videos; Series: Terraforming Mars; Setting: Future Timeline (Fryxgames); Space: Mars; Theme: Science; Versions & Editions: Card Versions of Non-Card Games,Sydney Engelstein; Jacob Fryxelius; Nick Little (I),William Bricker; Sydney Engelstein; Jacob Fryxelius; Garrett Kaida; Jason D. Kingsley; Nick Little (I); Nio Mendoza; Justine Nortjé; Naomi Robinson; Andrei Stef,FryxGames; Stronghold Games; Arclight Games; Board Game Rookie; Ghenos Games; Intrafin Games; Kilogames; Korea Boardgames; Lavka Games; Lex Games; Maldito Games; MeepleBR; MINDOK; MIPL; Rebel Sp. z o.o.; Reflexshop; Schwerkraft-Verlag; Surfin' Meeple China,,['Will Sobel'],"['William Bricker', 'Isaac Fryxelius', 'Jason D. Kingsley']",,,,,148,,,,,,,,https://boardgamegeek.com/boardgame/328871/terraforming-mars-ares-expedition,"Return to Mars and terraform it once again, this time using only cards."
186,Kemet,2012,2,5,90,120,13,7.634,19791,3.0,186,21022,6459,31512,1090,1968995,,1.34,3257,55,4005,493,961,34,57,157,253,614,1800,4700,6900,3900,1400,Ancient; Fantasy; Mythology; Wargame,Action Points; Area Majority / Influence; Area Movement; Card Play Conflict Resolution; Hand Management; Open Drafting; Tech Trees / Tech Tracks,Ancient: Egypt; Components: Map (Continental / National scale); Components: Miniatures; Creatures: Monsters; Game: Kemet; Misc: Watch It Played How To Videos; Mythology: Egyptian; Theme: Deserts,Jacques Bariot; Guillaume Montiage,Dimitri Bielak; Émile Denis; Nicolas Fructus,Matagot; asmodee; Asterion Press; Bureau de Juegos; Buró; CrowD Games; Funiverse; Galápagos Jogos; Pegasus Spiele; Rebel Sp. z o.o.; Surfin' Meeple China,,,,,,,,145,,,,,,,,https://boardgamegeek.com/boardgame/127023/kemet,Play as warring Egyptian Gods and build the most powerful army to dominate Egypt.
187,Istanbul,2014,2,5,40,60,10,7.539,32909,2.58,187,38113,6232,109914,1344,1711635,69.99,1.15,4758,246,4929,524,860,37,37,119,281,853,3000,9600,13000,4800,1300,Economic,Contracts; Dice Rolling; Grid Movement; Mancala; Modular Board; Network and Route Building; Pick-up and Deliver; Race; Variable Set-up; Worker Placement,Cities: Istanbul (Turkey); Components: 4 x 4 Grids; Components: Gems/Crystals; Components: Wooden pieces & boards; Country: Ottoman Empire; Country: Turkey; Digital Implementations: Google Play; Digital Implementations: Steam; Digital Implementations: Tabletopia; Game: Istanbul (AEG); Misc: LongPack Games; Occupation: Merchant; Series: Istanbul (Pegasus Spiele),Rüdiger Dorn,Andreas Resch,"Pegasus Spiele; 2 Pionki; Albi; Alderac Entertainment Group; Asterion Press; Devir; Grow Jogos e Brinquedos; Hobby Japan; Hobby World; Lex Games; Matagot; Piatnik; Portal Games; Swan Panasia Co., Ltd.; White Goblin Games",,,"['Andreas Resch', 'Hans-Georg Schneider']",,,,,154,,31,,,,,,https://boardgamegeek.com/boardgame/148949/istanbul,Send your assistants through the shops of Istanbul as you race to acquire rubies.
188,Sherlock Holmes Consulting Detective: The Thames Murders & Other Cases,1981,1,8,60,120,13,7.614,22318,2.66,188,43748,8199,42090,1416,2257047,58.88,1.46,4225,104,6003,935,752,63,96,197,388,790,2300,5100,7200,4300,1900,Deduction; Murder / Mystery; Novel-based; Post-Napoleonic,Cooperative Game; Deduction; Narrative Choice / Paragraph; Solo / Solitaire Game; Storytelling,"Books: Mystery Novels; Books: Sherlock Holmes; Cities: London (England, UK); Components: Map (City Scale); Country: England; Game: Sherlock Holmes Consulting Detective; Misc: Dice Tower Hall of Fame; Misc: Limited Replayability; Players: Games with Solitaire Rules",Raymond Edwards; Suzanne Goldberg; Gary Grady,Bernard Bittler; Arnaud Demaegd; Nils Gulliksson; Neriac; Pascal Quidault; Stefan Thulin,"Sleuth Publications; Space Cowboys; Angry Lion Games; Asterion Press; Äventyrsspel; Ben Sanders Co.; Casper; Chessex; CrowD Games; Descartes Editeur; Edge Entertainment; Galápagos Jogos; International Team (I); Kaissa Chess & Games; KOSMOS; Lord of Boards; Rawstone; Ystari Games; 二見書房 ( Futami Shobo Publishing Co., Ltd. )",,,,,,,,,50,,,,,,,https://boardgamegeek.com/boardgame/2511/sherlock-holmes-consulting-detective-the-thames-mu,The game is afoot as you and your irregular friends search Victorian London for clues
189,Unmatched: Cobble & Fog,2020,2,4,20,40,9,7.94,8943,1.97,189,20691,2298,21711,580,528273,49.99,1.26,1027,126,1553,177,275,11,11,40,60,171,583,1700,3300,2000,977,Card Game; Fantasy; Fighting; Horror; Novel-based,Action Points; Card Play Conflict Resolution; Hand Management; Line of Sight; Player Elimination; Point to Point Movement; Team-Based Game; Variable Player Powers,Books: Dr. Jekyll and Mr. Hyde; Books: Dracula; Books: Sherlock Holmes; Books: The Invisible Man; Category: Two-Player Fighting Games; Components: Miniatures; Components: Multi-Use Cards; Game: Unmatched; Misc: Made by Panda; Misc: Watch It Played How To Videos,Rob Daviau; Justin D. Jacobson; Chris Leder; Kevin Rodgers,Ian O'Toole; Andrew Thompson,Mondo Games; Restoration Games; Albi; Buró; Fantasmagoria; GaGa Games; Geekach LLC; IELLO; Lucky 6ix; Mancalamaro; Ogry Games; Reflexshop; TCG Factory; White Goblin Games; YOKA Games,,,"['Lindsay Daviau', 'Jason Taylor']",['Punga Miniatures'],,,,136,,,,,,,,https://boardgamegeek.com/boardgame/294484/unmatched-cobble-and-fog,Heroes from Victorian-era literature join a skirmish to the death.
190,Endeavor: Age of Sail,2018,2,5,60,90,13,7.859,10048,2.84,190,12707,2827,24009,825,1046196,,1.17,2153,84,1561,224,434,17,14,29,64,181,619,2100,4100,2400,678,Exploration; Nautical; Renaissance,Area Majority / Influence; Open Drafting; Point to Point Movement; Set Collection; Tech Trees / Tech Tracks,Components: Game Trayz Inside; Components: Map (Global Scale); Crowdfunding: Kickstarter; Digital Implementations: TableTop Simulator Mod (TTS); Game: Endeavor; History: Age of Discovery; Region: The World; Theme: Colonial,Carl de Visser; Jarratt Gray,Josh Cappel; Noah Adelman,Burnt Island Games; Grand Gamers Guild; 17wanzy (Yihu BG); Board Game Circus; Cranio Creations; CrowD Games; Czacha Games; Frosted Games; Hobby Game Mall; Ludofy Creative; Maldito Games; Reflexshop; Super Meeple,,,,,['Nordy'],,['Noah Adelman'],129,,,,,,,,https://boardgamegeek.com/boardgame/233398/endeavor-age-of-sail,"Spread your glory over the vast, as of yet unexplored world in this updated classic."
191,Glen More II: Chronicles,2019,2,4,90,120,12,7.875,9059,3.01,191,14634,3552,27234,685,873773,,1.14,1455,148,1479,157,656,12,7,21,60,168,523,1800,3700,2100,619,City Building; Economic; Farming; Territory Building,Commodity Speculation; Grid Movement; Market; Set Collection; Tile Placement; Turn Order: Time Track,Animals: Cattle / Cows; Animals: Sheep; Components: Meeples (Animal) / Animeeples; Country: Scotland; Crowdfunding: Kickstarter; Digital Implementations: Tabletopia; Game: Glen More; Mechanism: Tableau Building; Misc: LongPack Games; Organizations: Automa Factory; Versions & Editions: Sequels,Matthias Cramer,Jason Coates; Hendrik Noack,Funtails; Broadway Toys LTD; Delirium Games; Engames; GateOnGames; Korea Boardgames; Lavka Games; Rebel Sp. z o.o.; Super Meeple,"['Morten Monrad Pedersen', 'David J. Studley']",,['Daniel Müller'],,,,,127,,,,,,,,https://boardgamegeek.com/boardgame/265188/glen-more-ii-chronicles,"Expand your Scottish clan by trading livestock, making whisky and gaining landmarks."
192,Xia: Legends of a Drift System,2014,3,5,60,180,12,7.859,10738,3.19,192,16560,5276,25466,1681,1860578,,1.56,2355,64,1542,159,1092,33,56,126,194,349,803,1800,3300,2700,1500,Adventure; Exploration; Fighting; Science Fiction; Space Exploration; Transportation,Action Points; Dice Rolling; Grid Movement; Map Addition; Modular Board; Pick-up and Deliver; Race; Roll / Spin and Move; Tile Placement; Variable Player Powers,Components: Gems/Crystals; Components: Map (Interplanetary or Interstellar scale); Components: Miniatures; Components: Polyhedral (not D6) dice; Components: Polyominoes; Crowdfunding: Kickstarter; Crowdfunding: Verkami; Digital Implementations: TableTop Simulator Mod (TTS); Game: Xia: Legends of a Drift System; Misc: Made by Panda; Players: Games with expansions that add solo play,Cody Miller,"Cody Miller; Steve ""Coolhand"" Tyler; Peter Wocken",Far Off Games; Lavka Games; Maldito Games,,,,,,,,137,37,,,,,,,https://boardgamegeek.com/boardgame/82222/xia-legends-of-a-drift-system,Pilot your ship to stardom in a massive sci-fi sandbox.
193,Legendary Encounters: An Alien Deck Building Game,2014,1,5,30,60,17,7.754,13521,2.7,193,18880,4516,53443,1367,1486005,,1.37,2451,184,2602,339,664,37,34,83,162,408,1100,2900,4700,3000,1200,Card Game; Fighting; Horror; Movies / TV / Radio theme; Science Fiction,"Cooperative Game; Deck, Bag, and Pool Building; Delayed Purchase; Events; Hidden Roles; Open Drafting; Player Elimination; Solo / Solitaire Game; Team-Based Game; Traitor Game; Variable Player Powers",Category: Tower Defense; Creatures: Aliens / Extraterrestrials; Game: Legendary (Upper Deck Entertainment); Movies: Alien / Aliens; Movies: Horror Movies; Players: Games with Solitaire Rules,Ben Cichoski; Daniel Mandel,(Uncredited),Upper Deck Entertainment,,"['Jason Brenner', 'Crystal Goggio', 'Bubby Johanson', 'Mark Shaunessy']",['Krista Timberlake'],,,,,,41,,,,,,,https://boardgamegeek.com/boardgame/146652/legendary-encounters-an-alien-deck-building-game,"In space, no one can hear you build a deck of marine & weapon cards to fight aliens."
194,Viscounts of the West Kingdom,2020,1,4,60,90,12,7.808,10895,3.46,194,21285,3188,38957,870,1003336,34.97,1.21,1657,195,1789,222,370,17,27,47,73,229,737,2200,4300,2500,726,Medieval,"Area Majority / Influence; Deck, Bag, and Pool Building; End Game Bonuses; Hand Management; King of the Hill; Modular Board; Rondel; Set Collection; Solo / Solitaire Game; Variable Player Powers",Components: Control Boards; Crowdfunding: Kickstarter; Digital Implementations: TableTop Simulator Mod (TTS); Digital Implementations: Tabletopia; History: Francia; Series: Medieval Trilogies (Garphill Games); Series: The West Kingdom Trilogy (Garphill Games),S J Macdonald; Shem Phillips,Mihajlo Dimitrievski,Garphill Games; Banana Games; CMON Global Limited; Fever Games; Lavka Games; Lord of Boards; Meeple; Mosaico Jogos; Pixie Games; Portal Games; Primigenio; Reflexshop; Renegade Game Studios; Schwerkraft-Verlag; TLAMA games; White Goblin Games; Yayoi The Dreamer; 株式会社ケンビル (KenBill),,,['Shem Phillips'],,,,,134,,,,,,,,https://boardgamegeek.com/boardgame/296151/viscounts-of-the-west-kingdom,Travel the Kingdom seeking upgrades in an attempt to bring poverty or prosperity.
195,Marco Polo II: In the Service of the Khan,2019,2,4,60,120,12,7.931,8007,3.37,195,9974,2401,28563,472,644254,,1.17,1038,117,977,113,474,16,10,27,35,143,448,1500,3200,2100,611,Dice; Economic; Medieval; Travel,Contracts; Dice Rolling; Point to Point Movement; Resource to Move; Turn Order: Stat-Based; Variable Player Powers; Worker Placement; Worker Placement with Dice Workers,Admin: Better Description Needed!; Animals: Camels; Cities: Baghdad (Iraq); Cities: Beijing (China); Components: Map (Continental / National scale); Country: China; Digital Implementations: Board Game Arena; Game: The Voyages of Marco Polo; Region: Middle East; Theme: Silk Road; Versions & Editions: Sequels,Simone Luciani; Daniele Tascini,Dennis Lohausen,"Hans im Glück; 999 Games; Albi; Albi Polska; Arclight Games; Devir; Giochi Uniti; Hobby World; Korea Boardgames; Swan Panasia Co., Ltd.; Z-Man Games",,,,,,,,121,,,,,,,,https://boardgamegeek.com/boardgame/283948/marco-polo-ii-in-the-service-of-the-khan,"Travel to cities along the silk road, trading silk, spice, gold & jade along the way."
